الجماال	الجمال
أنفقَ	أنفق
يلعب	لعب
كاملHD	كامل
مضاعفه	مضاعفة
مخترع	اختراع
لقوى	قوى
خـط	خط
ومحبوب	محبوب
بشريّ	بشري
إقامه	إقامة
‏طفل	طفل
علقّ	علق
بلقاء	لقاء
دَعوة	دعوة
دائره	دائرة
مرغُوب	مرغوب
المحيط…	المحيط
فلانة	فلان
ذلگ	ذلك
سرعااان	سرعان
مبااشر	مباشر
سيارة	شاحنة
وبتالي	وبالتالي
السهبان	هدام
علآمة	علامة
مشترك…	مشترك
عمر	لعمر
مطالبتها	مطالبة
أولائك	أولئك
لقمةِ	لقمة
ومنخفض	منخفض
لرمي	رمي
مهآرة	مهارة
التاهل	الفوز
المباشر	مباشر
مؤسف	مخجل
فعلهم	الفعل
شبهہ	شبه
لتشتعل	اشتعلت
الصمت”	الصمت
هنااااا	هنا
اعلئ	أعلى
طريق…	طريق
كُرب	كرب
دوون	دون
ماراح	راح
شِعر	شعر
نظامها	نظام
ويتحدث	وتحدث
نهااية	نهاية
اصبع	إصبع
شتااء	شتاء
أبقا	أبقى
بسلك	سلك
فيمـا	فيما
شتاءٍ	شتاء
اعلي	أعلى
آب	أب
لفّه	لفة
لكم💕	لكم
سهل،	سهل
السكّر	السكر
الفاصولياء	الفاكهة
سرعتك	السرعة
الخامس	الاول
بشراء	شراء
غرامات	غرامة
الرقم…	الرقم
كُل	كل
وجمال	جمال
وكئيب	كئيب
إليك٠	إليكما
الأمه	الأمة
عرفت	عرف
مسآله	مسألة
مسئلة	مسألة
تسعه	تسعة
قلـب	قلب
حَبل	حبل
اسس	أسس
فآتن	فاتن
‏‏قال	قال
،،كذلك	كذلك
فعل…	فعل
الكلام،	الكلام
متفوقًا	متفوق
خطيير	خطير
ضحية…	ضحية
بآئس	بائس
تكلفة…	التكلفة
فَقدت	فقدت
الدرجة	درجة
تهجير…	تقسيم
بھا	بها
مميز	متميز
مقارنه	مقارنة
سميک	سميك
الرئسية	الرئيسية
فكرةة	فكرة
الصّلب	الصلب
ابدآ	أبدا
إهل	أهل
سمـاء	سماء
ااول	اول
فيمآ	فيما
عاماً	عاما
لطائر	طائر
الاختيار	اختيار
مكرووه	مكروه
عجيييب	عجيب
الحكام	الحكم
ألنظر	النظر
كشراب	غذاء
سحابه	سحابة
لخشب	الخشب
التحكيم	الحكم
قرحٌ	قرح
بِماذا	بماذا
اختلفت	اختلف
بضعة	بضع
لكِم	لكم
وخطر	خطر
مفتآح	مفتاح
الصف،	الصف
ايّام	ايام
مِرح	مرح
قريب💛	قريب
بكَ	بك
وقام	قام
كلّم	كلم
العظام،	العظام
اخذه	أخذ
المشكا	حاشا
سلكه	سلك
التيار	تيار
،هم	هم
أكياس	كيس
تاافه	تافه
نِما	نما
فهوباطل	باطل
وفي…	وفي
ماوقفت	وقفت
ونمط	نمط
‏​أعظم	أعظم
ٺرك	ترك
إختيار	اختيار
تدهب	تذهب
وافحم	واوضح
الحمار	الحيوان
هَذهْ	هَذِه
نسحة	نسخة
كلمآ	كلّما
‏كي	لكي
3عمليات	عملية
أذا	اذا
غبيٌ	ضئيل
؛الذي	الذى
رفـيع	رفيع
مفتوحة؟	مفتوحة
الاجنبيان	اللذان
بكرسي	كرسي
موجع،	موجع
أوراق	ورق
جميل،	جميل
‏إن	إن
تخيلو	تخيل
‏​طفل	طفل
سيئہ	سيئة
،،التي	التي
واحدة	وحدة
اقل	أقل
ماارتفع	ارتفع
بصندوق	صندوق
تافهة	تافه
‏مدينة	مدينة
الطرف	الجانب
دعاوى	دعوى
التزحلق	السباحة
بِك	بك
امراة	امرأة
لشركة	شركة
حرارةالشمس	حرارة
ايسر،	أيسر
الصعبّ	الصعب
هـبّ	هبّ
ألفف	ألف
الملح	ملح
السُكر	السكر
الككلب	الكلب
يرمي	رمي
ثمان	ثمانية
،التي	التي
معاذ،	معاذ
لو	لوما
\/صفر	صفر
الخريف	الربيع
إنّ	إن
شاطر	بارع
قيامها	القيام
إستراحة	استراحة
ۆلم	ولم
المثآلي	المثالي
لطائرة	طائرة
أسمّر	أسمر
حرررر	حر
فالفئة	الفئة
الثاني	الأول
هوا	هو
وحيثما	حيثما
الترقوة	الكتف
لدرئ	دائرة
بالغابات	الغابات
حياه	حياة
أجراس	جرس
حجم…	حجم
مطر؟	مطر
حلوُ	حلو
إثم	أثم
بعملية	عملية
الكـلام	الكلام
وقآلت	وقالت
لإرسال	إرسال
مرتقب	محتمل
مخاطر	خطر
قديييم	قديم
مُحتمل	محتمل
مثالا	مثال
ثمّ	ثم
الشععر	الشعر
خـلق	خلق
،ما	ما
امسس	امس
المفترض	اقترح
هـم	هم
رفيعة	رفيع
حآصل	حاصل
سكر	السكر
الوصف	وصف
اياكم	إياكم
‏منذ	مذ
عبقرى	عبقري
دعمه	دعم
اللّغة	اللغة
وحاشا	حاشا
سئية	سيئة
عملي،	عملي
السبب،	السبب
استثنائي،	استثنائي
فااضح	فاضح
مھما	مهما
يعٺقد	يعتقد
محبووب	محبوب
لعضو	عضو
توفر	توفير
سااعة	ساعة
عـقل	عقل
سعيد…	سعيد
مُخزٍ	مخزي
الولادات	الولادة
يتحول	تحوّل
مث…	مثل
واول	اول
لبيع	بيع
العيّن	العين
إليگم	إليكم
،قبل	قبل
شقيٍ	شقي
ويقول	وقال
شيلة	قصيدة
سيئة،	سيئة
سلبي	إيجابي
متي	متى
بيء	بي
وإهانتهن	إياكن
وجلب	جلب
علامةً	علامة
واااااضح	واضح
نعرف	تعرف
البترول	الغاز
آبيض	أبيض
وراديو	راديو
ساطع،	ساطع
سميكك	سميك
وطالب	طالب
هييييا	هيّا
ايضًا	ايضا
رايع	رائع
🔴جدول	جدول
​فـي	في
”ابن	ابن
الملكية،	الملكية
محبوبة	محبوب
ثمثيل	تمثيل
إياهن	إياهم
صرخہ	صرخة
هَذآ	هَذا
يثبت	إثبات
كمحرك	محرك
فسيحٍ	سحيق
‏ينبغي	ينبغي
بُقعه	بقعة
اﻷرض	الأرض
أسف	آسف
مممتع	ممتع
٠سهل	سهل
غدً	غدا
الزيت	زيت
إنت	أنت
مؤرف	مقرف
الجزي…	الجزيرة
التاريخ،	التاريخ
محاول	محاولة
كٌرة	كرة
بفم	فم
كذالك	كذلك
قريبا…	قريبا
يتطلب	تتطلب
العامل	الطبيب
ايّ	أي
صناعه	صناعة
ثلاثه	ثلاثة
حدثت	حصلت
ثأثير	تأثير
باائس	بائس
مباره	مباراة
آكثر	أكثر
عن،	عن
أقـول	أقول
مايكون	يكون
سيء	رديء
فَأَصْبَحُوا	كَأَنَّ
ميٺ	ميت
حُكم	حكم
بعضهم	البعض
لقمه	لقمة
أسّس	أسس
النطام	النظام
طريقه	طريقة
تتحقق	تحقق
حقيقة…	حقيقة
شركتي	شركة
لكتاب	كتاب
مذكرات	مذكرة
الفوووز	الفوز
العملية	عملية
راااااائع	رائع
سؤالي	السؤال
ٱخر	آخر
نوادردهن	دهن
النتيجه؟	النتيجة
التاريخية	الشهيرة
فحيَّ	حيَّ
الرساله	الرسالة
الأحمر	الأصفر
كِلتا	كلتا
حجر،	حجر
گريم	كريم
اكسجين	الأكسجين
إنجازٌ	منجز
تاااام	تام
《إِنَّ	إِنَّ
السّفر	السفر
بشركة	شركة
معااا	معا
لححن	لحن
لـولا	لولا
زوجه	زوجة
وكالة	لوكالة
إرتفاع	ارتفاع
المازوت	الغاز
يؤكد	اكد
توقف	وقفت
أَيَّتُها	لَيْتَ
حقيقى	حقيقي
گذلك	كذلك
منطقتي	منطقة
خمسة	ستة
الخاصّة	الخاصة
بقر	بقرة
أختلف	اختلف
‏​رجل	رجل
وشامل	شامل
اﻷطفال	الأطفال
شخص،	شخص
شركات	شركة
بوصه	بوصة
`كل	كل
مروِّع	مروع
تعيس”	تعيس
العينكل…	لعين
البيض…	البيض
قوئ	قوى
ذالك	ذلك
يَاأيُّها	لَسْتُنَّ
أخر	آخر
معطفك	معطف
ايّا	أيا
لطرح	طرح
شغل😂	شغل
المال،	المال
الحيوان؟	الحيوان
بطيئه	بطيئة
خاطىء	خاطئ
ملعوووون	ملعون
إنتي	أنتِ
مركز	مكتب
﴿وكأين	كأين
ﺎلليل	الليل
النساء،	النساء
شخصاَ	شخصا
‏​قد	قد
لناا	لنا
گلمة	كلمة
فرفة	فرقة
حالياا	حاليا
أرضٍ	أرض
االليل	الليل
تغييير	تغيير
؛نحن	نحن
باات	بات
اتوقع	اعتقد
رايع	رهيب
“مفهوم	مفهوم
افرزت	جلبت
اَي	إي
كلمَا	كلّما
بسرع…	بسرعة
والجذر	الجذر
احساس	إحساس
العُمر	العمر
استغرقت	استغرق
تتوقف	توقف
،وهو	وهو
لمحرك	محرك
اللواتى	اللاتي
الاصلى	الأصلي
بسيطہ	بسيطة
مُعتاد	معتاد
سواًء	سواء
ﺎلوقوف	الوقوف
آلجبل	الجبل
والفجوة	الفجوة
متفوقه	متفوق
قياده	قيادة
الاعدمات	الحشرة
عمييييق	عميق
بيرجع	رجع
كدبه	كذبة
”لم	لم
حقي…	حقيقة
اقبل	أقبل
إما	إمّا
حيّ	حي
سيما	لاسيما
وطريقة	طريقة
بلاد	بلد
موهبة	مهارة
وشقيقة	شقيقة
راااائع	رائع
التسديدة	القفزة
المئتان	المائة
ترگ	ترك
عدى	عدا
حسٌن	حسن
آلوقت	الوقت
اذ	اذا
،ثم	ثم
الترقوه	الكتف
خدمات	خدمة
وإياك	إياكم
الأن	الان
الغنااء	الغناء
الرقيق،	الرقيق
وقرب	قرب
بالسماح	السماح
إمّـا	إمّا
_بن	بن
ومنجز	منجز
رديء،	رديء
تستغربي	تعجبي
گانت	كانت
يكسى	كسا
حلّ	حل
‏​كيف	كيف
فستآن	فستان
أحتفظي	احتفظ
بأنبوب	أنبوب
ضخم،	ضخم
الفتامينات	المعادن
الموقف	موقف
فكره	فكرة
كورة	كرة
امراه	امرأة
‏أفضل	أفضل
والفئة	الفئة
آي	إي
بالدم	الدم
كررر	كرر
تماماا	تماما
مَلك	ملك
أبيض؟	أبيض
الأمّة	الأمة
عشبها	العشب
بتصميم	تصميم
سقف_زجاج	زجاج
،كان	كان
چيس	كيس
بأسواق	سوق
ورُبَّ	رُبَّ
النااس	الناس
،فان	فان
وايضا	ايضا
نتيجت	نتيجة
حصلة	حصلت
“قلب	قلب
قيمتها	قيمة
للجنائيه	للامم
لعدة	عدة
مليووون	مليون
فرصہ	فرصة
لعبه	لعبة
حركه	الحركة
السلة	القدم
حجمُ	حجم
كاان	كان
حول…	حول
الجمااال	الجمال
كذآ	كذا
دائمًا	دائما
نامل	نأمل
آلصيف	الصيف
جلوسي	الجلوس
فيما…	فيما
حيّن	حين
كيّ	كي
ويجب	يجب
أمام	امام
محتآج	محتاج
وقليل	قليل
ورجل	رجل
خللٌ	خلل
خراافي	خرافي
غريبٍ	غريب
ركض🏃	ركض
‏​عند	عند
اللتي	التي
💕سبحان	سبحان
من2غرفة	غرفة
إجابي	إيجابي
سحبب	سحب
لمصلحة	مصلحة
سميِك	سميك
عايلة	عائلة
الموت،	الموت
وأن	وان
سساعة	ساعة
لطيفة	لينة
آمامك	أمامكَ
ماء،	ماء
خالقيكتلة	كتلة
حك	فرك
التغييرية	الملكية
ورتب	رتب
لايمكن	يمكن
الإلتهابات	الجلد
فرقتين	فرقة
النافذة	نافذة
بـشكل	بشكل
القدم⚽️	القدم
اللتان	اللتين
جمال…	جمال
ومازال	مازال
علبه	علبة
مريضٍ	مريض
منطقة…	منطقة
يقرا	قرأ
لمجموعة	مجموعة
الحارّة	الحارة
تمّر	تمر
رءيس	رئيس
الزامهم	السماح
؛أن	أن
حِين	حين
سِكة	سكة
حُلو	حلو
ومتقن	متقن
وديي	ودي
آخر…	آخر
إسقا…	إسقاط
عصآ	عصا
عييب	عيب
انما	إنّما
ااحد	احد
خمسة	تسعة
اسف	آسف
خللًا	خلل
انبوب	أنبوب
مگتب	مكتب
فقيرٍ	فقير
سُمح	سمح
لديها	لديه
الرئيسيه	الرئيسية
ورفيع	رفيع
يغادرون	غادر
نادمھ	نادم
أكد	اكد
عخط	خط
إظهار	إثبات
هَـذِه	هَذِه
نهآية	نهاية
خمسه	خمسة
إذنْ	إذن
الاب	الأم
‏أعظم	أعظم
بغسيل	غسل
تبدّليآ	تبدّل
مفاجأه	مفاجأة
المنبطحين😄	الحيوان
وأنّى	أنّى
القطاع	قطاع
حقيقة”	حقيقة
المنزل🌹	المنزل
\/شقيق	شقيق
سوى…	سوى
ليها	لها
عملي…	عملي
والسفر	السفر
حيّث	حيث
وحتى	حتى
لﻷمم	للامم
حلَبْ	مَنْ
قدموا	قدم
باحات	ساحة
بموجة	موجة
ضئيلة	ضئيل
يائسّ	يائس
لايزال	مازال
الفِعل	الفعل
مساواتنا	مساواة
ايضآ	أيضا
احد…	احد
بإن	بان
✨تم	تم
طالمآ	طالما
بسيطةة	بسيطة
مدين…	مدينة
فگرة	فكرة
طوُل	طول
،طيب	طيب
مُحزن	مؤسف
لاتناسب	تناسب
شعـر	شعر
✋هو	هو
نهاىي	نهائي
تافِه	تافه
اه	آه
يطيـر	يطير
“حكم	حكم
لأجل	اجل
اياها…	إياهن
حسَي	حسي
والمال	المال
رِحلة	رحلة
حذآء	حذاء
آثنين	اثنين
الحٌب	الحب
وصولهم	الوصول
بقيّة	بقية
مخُتار	مختار
كتبه	كتب
شغغغل	شغل
نومم	نوم
جزءً	جزء
تحتـاج	تحتاج
ندمان	نادم
نفسّ	نفس
طبيب	الطبيب
صيحات	صيحة
مُستوى	مستوى
لما	لمّا
،أعظم	أعظم
وتدفق	تدفق
بالمعرض	المعرض
كرهہ	كره
حَرف	حرف
مفتا…	مفتاح
خللا	خلل
ومثلث	مثلث
الحليب	الخبز
أمينَ	آمينَ
هذِه	هَذِه
لزيارة	زيارة
عليه💕	عليه
جنآح	جناح
،مقارنة	مقارنة
وظع	وضع
​مقطع	مقطع
؛مَنْ	مَنْ
بسُرعة	بسرعة
العاصمة…	العاصمة
،ولم	ولم
ماعاد	عاد
قصةة	قصة
مادتي	مادة
مكتوبةٍ	مكتوبة
خيآلي	خيالي
«سبحان	سبحان
الأصفر	الأخضر
مائةَ	مائة
ظلِ	ظلّ
عاى	على
نفسه،	نفسه
فجرا	ظهرا
وكاان	وكان
كدبة	كذبة
اﻷبتسامة	الابتسامة
المخاط	البخار
الثلج	الجليد
هنحس	نحس
فقيروفرج	مكروب
وبماذا	بماذا
مكتوبه	مكتوبة
واستنجدك	رويدك
البيض،	البيض
تجربه	تجربة
سادسا	رابعا
‏مثل	مثل
وهواء	هواء
مره	مرة
مُخزي	مخجل
مكانك	مكانكم
ستضمن	تضمن
المطالبة	مطالبة
لدئ	لدى
اربعه	اربعة
ااي	إي
تركض	ركض
لطيف،	لطيف
الكلب…	الكلب
ترفض	توافق
،التي	التى
👇هيا	هيا
وتصميم	تصميم
،مائة	مائة
الجوبه	الوادي
جدولي	الجدول
عقلٌ	عقل
حلو😂😂	حلو
والسبب	بسبب
لإعداد	إعداد
‏شاهد	شاهد
،سقط	سقط
المُوت	الموت
مساءاً	صباحا
بقترح	اقترح
حجمَ	حجم
كُرسي	كرسي
وأجمع	أجمع
السلع…	المعادن
خاصه	خاصة
خزب	حزب
بطيئة،	بطيئة
وهيئة	هيئة
إذًا	إذن
جدولكم	الجدول
الذی	الذى
فخخخم	فخم
عقوبه	عقوبة
،،ومن	ومن
آلبحث	البحث
لَطيف	لطيف
مگتوبة	مكتوبة
غالباَ	غالبا
أنتوا	أنتم
اسم	إسم
أحرق	حرق
سيارة…	سيارة
تحتَ	تحت
غنيّ	غني
لسْتُ	لَسْتُ
‏‏أعظم	أعظم
مُساعدة	مساعدة
✨مع	مع
للمالوالسائل	السائل
عميق،	عميق
ممييز	متميز
﴿إِنَّ	إِنَّ
الحاض…	الحاضر
